id;price;zipcode;grade;median price;condition
3810000860;240000.0;98178;8;278277.0;3
3348401490;265000.0;98178;8;278277.0;3
3992700036;415000.0;98125;8;425000.0;3
1160000115;401000.0;98125;8;425000.0;3
6161000015;349950.0;98125;8;425000.0;3
2926049449;384400.0;98125;8;425000.0;3
2926049408;400000.0;98125;8;425000.0;3
6413100122;369950.0;98125;8;425000.0;3
3448000410;354901.0;98125;8;425000.0;3
2126049096;399000.0;98125;8;425000.0;3
1787600165;396500.0;98125;8;425000.0;3
3822200105;380000.0;98125;8;425000.0;3
820000012;401000.0;98125;8;425000.0;3
2026049183;324950.0;98125;8;425000.0;3
2026049124;325000.0;98125;8;425000.0;3
7508700085;386500.0;98125;8;425000.0;3
1454100122;405000.0;98125;8;425000.0;3
9421500130;378000.0;98125;8;425000.0;4
9421500150;403500.0;98125;8;425000.0;3
820000018;387500.0;98125;8;425000.0;3
6413100242;400000.0;98125;8;425000.0;3
2926049564;360000.0;98125;8;425000.0;3
2325300037;358000.0;98125;8;425000.0;3
3753000100;399000.0;98125;8;425000.0;3
6632300212;366750.0;98125;8;425000.0;3
8822901175;345000.0;98125;8;425000.0;3
3753000030;399950.0;98125;8;425000.0;3
3753000010;417250.0;98125;8;425000.0;3
6632300207;385000.0;98125;8;425000.0;3
5634500392;330000.0;98028;8;445000.0;4
3815500045;399000.0;98028;8;445000.0;3
4027701182;339950.0;98028;8;445000.0;3
5130000090;374950.0;98028;8;445000.0;3
114101055;383000.0;98028;8;445000.0;3
3818700123;390000.0;98028;8;445000.0;3
2780700050;432000.0;98028;8;445000.0;3
4140090420;433000.0;98028;8;445000.0;3
5631500992;390000.0;98028;8;445000.0;3
3582750280;347000.0;98028;8;445000.0;4
3579000010;428040.0;98028;8;445000.0;3
3582750170;410000.0;98028;8;445000.0;4
2780700020;375000.0;98028;8;445000.0;3
5634500415;431000.0;98028;8;445000.0;3
3649100304;400000.0;98028;8;445000.0;3
3815500035;385000.0;98028;8;445000.0;4
114100155;355000.0;98028;8;445000.0;3
4140900270;160000.0;98028;8;445000.0;3
3582750120;409000.0;98028;8;445000.0;4
114100234;402500.0;98028;8;445000.0;3
5631501073;374500.0;98028;8;445000.0;3
3824100166;385000.0;98028;8;445000.0;3
3582700130;400000.0;98028;8;445000.0;3
5116000170;374990.0;98028;8;445000.0;3
4140900050;440000.0;98028;8;445000.0;3
5498100010;425000.0;98028;8;445000.0;3
3013300288;478500.0;98136;8;489950.0;3
5637500070;438000.0;98136;8;489950.0;3
2488200459;405000.0;98136;8;489950.0;3
2719100042;458500.0;98136;9;489950.0;3
4318200440;432000.0;98136;8;489950.0;3
3869900120;430000.0;98136;8;489950.0;3
7104100065;425000.0;98136;8;489950.0;4
9238900390;460000.0;98136;8;489950.0;3
7625702440;469000.0;98136;8;489950.0;3
2488200455;405500.0;98136;8;489950.0;3
5637500094;431500.0;98136;8;489950.0;3
2810100023;395000.0;98136;8;489950.0;3
3869900139;484950.0;98136;8;489950.0;3
2487700274;437000.0;98136;8;489950.0;3
7625702451;459000.0;98136;8;489950.0;3
7625703354;384000.0;98136;8;489950.0;3
7625702437;389000.0;98136;8;489950.0;3
2810100007;419950.0;98136;8;489950.0;3
7625703357;394950.0;98136;8;489950.0;3
7625702431;389500.0;98136;8;489950.0;3
3869900036;451300.0;98136;8;489950.0;3
7625702444;394950.0;98136;8;489950.0;3
2461900446;372000.0;98136;8;489950.0;3
2461900448;435000.0;98136;8;489950.0;3
7625702441;377500.0;98136;8;489950.0;3
1954400510;510000.0;98074;8;642000.0;3
5547700270;625000.0;98074;9;642000.0;3
1954440060;560000.0;98074;8;642000.0;3
8677300550;592500.0;98074;9;642000.0;3
3325069129;525000.0;98074;10;642000.0;3
8651520400;610750.0;98074;8;642000.0;3
8077210350;639000.0;98074;9;642000.0;3
3575200070;560000.0;98074;8;642000.0;3
8651520510;582800.0;98074;8;642000.0;3
8961990160;567500.0;98074;8;642000.0;3
7504460200;500000.0;98074;8;642000.0;3
8562900710;483000.0;98074;9;642000.0;3
8651580310;621138.0;98074;9;642000.0;3
8651520240;540000.0;98074;9;642000.0;3
1592000260;600000.0;98074;9;642000.0;3
3578400030;465000.0;98074;8;642000.0;3
3066400140;632500.0;98074;10;642000.0;3
8644400060;568000.0;98074;9;642000.0;4
3582500240;510000.0;98074;8;642000.0;3
8562900520;640000.0;98074;9;642000.0;3
8078460810;620000.0;98074;8;642000.0;3
7504020810;610000.0;98074;9;642000.0;3
8651511220;490000.0;98074;8;642000.0;3
8651500850;627800.0;98074;9;642000.0;3
7504400850;442000.0;98074;8;642000.0;4
3575302345;508500.0;98074;8;642000.0;3
7504010900;598500.0;98074;10;642000.0;3
8961990090;535000.0;98074;8;642000.0;3
1825069031;550000.0;98074;8;642000.0;4
1825069031;550000.0;98074;8;642000.0;4
1954430190;528000.0;98074;8;642000.0;3
8077200470;590000.0;98074;9;642000.0;3
3578401330;450000.0;98074;8;642000.0;3
7525000080;588500.0;98074;8;642000.0;3
1592000780;625000.0;98074;9;642000.0;3
8651510020;492000.0;98074;8;642000.0;3
509000020;510000.0;98074;10;642000.0;3
1954420380;485000.0;98074;8;642000.0;3
1592000250;623000.0;98074;9;642000.0;3
9416400020;572000.0;98074;8;642000.0;3
3578400500;558000.0;98074;8;642000.0;3
3578401060;345000.0;98074;8;642000.0;4
3578401060;625000.0;98074;8;642000.0;4
1954400500;583000.0;98074;8;642000.0;3
1954420170;368250.0;98074;8;642000.0;3
1954420170;580000.0;98074;8;642000.0;3
1939120050;638250.0;98074;9;642000.0;3
1954440050;550000.0;98074;8;642000.0;3
8078440050;569500.0;98074;8;642000.0;3
3578401700;540000.0;98074;8;642000.0;3
8651510420;490000.0;98074;8;642000.0;3
6600220380;538888.0;98074;8;642000.0;3
8078400010;530000.0;98074;8;642000.0;3
7504001440;435000.0;98074;9;642000.0;3
7504010780;605000.0;98074;9;642000.0;3
8651510380;310000.0;98074;8;642000.0;3
8651510380;539000.0;98074;8;642000.0;3
8635760480;473975.0;98074;8;642000.0;3
2872900050;400000.0;98074;8;642000.0;3
2872900280;540000.0;98074;8;642000.0;4
1954440080;532000.0;98074;8;642000.0;3
8078410280;550000.0;98074;8;642000.0;4
6817801150;555000.0;98074;8;642000.0;4
3578401760;393000.0;98074;8;642000.0;3
3578400780;508800.0;98074;8;642000.0;4
1785400780;550000.0;98074;8;642000.0;3
1954420420;479000.0;98074;8;642000.0;3
7504400290;599000.0;98074;8;642000.0;3
7527000090;540000.0;98074;8;642000.0;3
8078410210;566000.0;98074;8;642000.0;3
3325069025;500000.0;98074;8;642000.0;3
7504001080;590000.0;98074;8;642000.0;4
8677300720;616000.0;98074;9;642000.0;3
8562901250;516000.0;98074;8;642000.0;4
6902000100;500000.0;98074;8;642000.0;3
8635760330;456000.0;98074;8;642000.0;3
1785400300;525000.0;98074;8;642000.0;3
3066410850;594950.0;98074;9;642000.0;3
1939050110;500000.0;98074;8;642000.0;3
7504001340;565000.0;98074;9;642000.0;3
8644400040;605000.0;98074;9;642000.0;4
9186300060;635000.0;98074;8;642000.0;3
8078440140;546500.0;98074;8;642000.0;3
1592000640;570000.0;98074;9;642000.0;3
6600220550;495000.0;98074;8;642000.0;3
8078460070;640000.0;98074;8;642000.0;3
3578400270;430000.0;98074;8;642000.0;3
8961970560;603000.0;98074;8;642000.0;3
1954400060;515000.0;98074;8;642000.0;3
8078460320;598850.0;98074;8;642000.0;3
8651500710;608700.0;98074;9;642000.0;3
8562900310;615000.0;98074;8;642000.0;4
3575302397;580000.0;98074;8;642000.0;3
